id_cliente,fecha_compra,factura_id,cantidad,monto,segmento_cliente,pais,canal_compra
165,2023-07-13,879,5,7241.52,Frecuente,España,Online
165,2023-08-10,880,2,0.0,Frecuente,España,Online
165,2023-09-21,881,6,17890.53,Frecuente,España,Tienda física
165,2023-11-09,882,9,26089.82,Frecuente,España,Tienda física
165,2023-12-15,883,8,9217.5,Frecuente,España,Tienda física
165,2024-01-06,884,4,4162.75,Frecuente,España,Tienda física
165,2024-01-15,885,1,1333.1,Frecuente,España,Tienda física
165,2024-01-26,886,8,0.0,Frecuente,España,Online
165,2024-04-02,887,8,22708.41,Frecuente,España,Online
165,2024-04-20,888,5,0.0,Frecuente,España,Online
165,2024-05-16,889,2,2115.23,Frecuente,España,Tienda física
165,2024-10-04,890,3,6881.38,Frecuente,España,Online
165,2024-10-05,891,9,19866.76,Frecuente,España,Tienda física
165,2024-11-08,892,5,7777.5,Frecuente,España,Online
166,2023-02-20,893,3,1879.93,Medio,Italia,Tienda física
166,2023-02-23,894,5,2783.71,Medio,Italia,Tienda física
166,2023-08-17,895,8,4650.63,Medio,Italia,Tienda física
166,2023-08-27,896,5,3912.33,Medio,Italia,Tienda física
166,2023-11-24,897,5,4119.02,Medio,Italia,Tienda física
166,2024-03-18,898,1,896.04,Medio,Italia,Tienda física
166,2024-08-01,899,9,7729.66,Medio,Italia,Online
166,2024-08-26,900,8,0.0,Medio,Italia,Online
166,2024-08-31,901,9,5676.47,Medio,Italia,Online
167,2023-03-19,902,4,2675.09,Medio,Estados Unidos,Tienda física
167,2023-03-29,903,2,0.0,Medio,Estados Unidos,Tienda física
167,2023-04-06,904,3,1515.88,Medio,Estados Unidos,Tienda física
167,2023-10-15,905,2,1560.58,Medio,Estados Unidos,Tienda física
168,2024-03-27,906,4,1318.05,Ocasional,Reino Unido,Tienda física
169,2023-01-07,907,2,752.01,Ocasional,España,Online
169,2024-04-13,908,5,1669.41,Ocasional,España,Online
170,2023-05-31,909,8,0.0,Ocasional,España,Tienda física
171,2024-01-16,910,1,304.43,Ocasional,Italia,Online
171,2024-07-01,911,3,1035.29,Ocasional,Italia,Tienda física
172,2024-05-28,912,7,2290.57,Ocasional,Estados Unidos,Online
172,2024-12-09,913,1,289.66,Ocasional,Estados Unidos,Online
173,2023-04-29,914,2,1274.58,Medio,Italia,Online
173,2024-01-21,915,2,1013.69,Medio,Italia,Online
173,2024-04-15,916,2,1095.15,Medio,Italia,Online
173,2024-12-07,917,3,1572.54,Medio,Italia,Online
174,2023-02-22,918,6,3428.74,Medio,Italia,Tienda física
174,2023-08-14,919,7,4693.03,Medio,Italia,Online
174,2023-09-13,920,6,3282.37,Medio,Italia,Tienda física
174,2023-10-07,921,8,0.0,Medio,Italia,Online
174,2023-12-30,922,8,5246.87,Medio,Italia,Tienda física
174,2024-05-14,923,6,4870.0,Medio,Italia,Tienda física
174,2024-05-20,924,9,7637.36,Medio,Italia,Tienda física
175,2023-01-04,925,1,1014.26,Frecuente,Italia,Online
175,2023-01-17,926,5,5734.12,Frecuente,Italia,Tienda física
175,2023-01-29,927,7,16566.62,Frecuente,Italia,Tienda física
175,2023-02-03,928,4,11073.1,Frecuente,Italia,Online
175,2023-02-10,929,6,10013.46,Frecuente,Italia,Tienda física
175,2023-02-11,930,2,2404.65,Frecuente,Italia,Tienda física
175,2023-02-28,931,5,10355.08,Frecuente,Italia,Tienda física
175,2023-03-16,932,8,14288.45,Frecuente,Italia,Online
175,2023-04-19,933,9,12500.08,Frecuente,Italia,Online
175,2023-04-25,934,6,0.0,Frecuente,Italia,Online
175,2023-05-08,935,2,2568.52,Frecuente,Italia,Tienda física
175,2023-05-08,936,3,6863.54,Frecuente,Italia,Online
175,2023-05-26,937,6,9576.44,Frecuente,Italia,Online
175,2023-06-02,938,9,12018.25,Frecuente,Italia,Online
175,2023-07-20,939,2,2767.72,Frecuente,Italia,Tienda física
175,2023-07-28,940,7,7318.0,Frecuente,Italia,Tienda física
175,2023-08-23,941,1,2558.67,Frecuente,Italia,Tienda física
175,2023-08-25,942,2,5816.57,Frecuente,Italia,Tienda física
175,2023-10-05,943,8,11946.36,Frecuente,Italia,Online
175,2023-10-08,944,4,5128.08,Frecuente,Italia,Tienda física
175,2023-12-08,945,3,8929.29,Frecuente,Italia,Online
175,2023-12-22,946,8,15649.59,Frecuente,Italia,Online
175,2023-12-25,947,5,11801.1,Frecuente,Italia,Online
175,2024-01-13,948,9,10594.4,Frecuente,Italia,Online
175,2024-03-17,949,8,11649.11,Frecuente,Italia,Online
175,2024-05-08,950,3,5264.15,Frecuente,Italia,Online
175,2024-06-04,951,9,26370.86,Frecuente,Italia,Online
175,2024-06-09,952,4,11777.78,Frecuente,Italia,Online
175,2024-07-05,953,7,12365.79,Frecuente,Italia,Tienda física
175,2024-08-10,954,8,11237.17,Frecuente,Italia,Online
175,2024-08-21,955,8,0.0,Frecuente,Italia,Online
175,2024-09-01,956,2,5369.01,Frecuente,Italia,Online
175,2024-09-20,957,2,4083.94,Frecuente,Italia,Tienda física
175,2024-09-23,958,6,0.0,Frecuente,Italia,Online
175,2024-10-27,959,5,9142.38,Frecuente,Italia,Tienda física
175,2024-11-07,960,5,13296.95,Frecuente,Italia,Tienda física
175,2024-12-21,961,7,19071.17,Frecuente,Italia,Online
175,2024-12-27,962,9,26911.32,Frecuente,Italia,Online
175,2024-12-27,963,8,12273.49,Frecuente,Italia,Tienda física
176,2023-10-14,964,8,4109.85,Medio,Reino Unido,Tienda física
176,2024-10-07,965,5,0.0,Medio,Reino Unido,Tienda física
176,2024-12-31,966,7,0.0,Medio,Reino Unido,Online
177,2024-03-30,967,8,2143.37,Ocasional,Francia,Tienda física
177,2024-11-15,968,6,1598.24,Ocasional,Francia,Tienda física
178,2024-04-20,969,5,1895.01,Ocasional,España,Tienda física
179,2023-05-10,970,1,354.98,Ocasional,Reino Unido,Tienda física
179,2024-07-29,971,8,1630.36,Ocasional,Reino Unido,Online
180,2023-01-29,972,6,3224.54,Medio,Italia,Tienda física
180,2023-10-19,973,3,,Medio,Italia,Tienda física
180,2024-01-06,974,6,3731.36,Medio,Italia,Tienda física
180,2024-11-23,975,1,653.32,Medio,Italia,Tienda física
180,2024-12-05,976,1,601.17,Medio,Italia,Tienda física
181,2023-04-23,977,5,4143.62,Medio,Francia,Online
181,2023-07-06,978,2,1107.7,Medio,Francia,Online
181,2023-08-15,979,4,3188.22,Medio,Francia,Online
181,2024-05-26,980,5,2728.66,Medio,Francia,Tienda física
181,2024-11-06,981,7,4334.77,Medio,Francia,Online
182,2024-09-14,982,1,257.77,Ocasional,Estados Unidos,Online
183,2023-03-10,983,7,2636.85,Ocasional,Italia,Online
183,2023-11-08,984,4,1142.66,Ocasional,Italia,Tienda física
184,2023-05-28,985,4,2274.76,Medio,Francia,Online
184,2023-09-01,986,3,1711.96,Medio,Francia,Tienda física
184,2023-12-31,987,8,5193.0,Medio,Francia,Online
184,2024-04-11,988,4,3577.35,Medio,Francia,Online
184,2024-05-05,989,8,5816.38,Medio,Francia,Tienda física
184,2024-05-21,990,4,2910.86,Medio,Francia,Online
185,2023-06-03,991,9,0.0,Medio,Estados Unidos,Tienda física
185,2024-03-25,992,1,837.55,Medio,Estados Unidos,Online
185,2024-05-15,993,4,3327.71,Medio,Estados Unidos,Tienda física
186,2023-03-02,994,6,3233.25,Medio,Italia,Tienda física
186,2023-08-05,995,8,5462.75,Medio,Italia,Tienda física
186,2024-10-02,996,6,5337.96,Medio,Italia,Online
187,2023-01-25,997,6,2118.55,Ocasional,España,Online
187,2023-02-08,998,4,1104.65,Ocasional,España,Online
188,2023-01-12,999,1,1020.83,Frecuente,Alemania,Tienda física
188,2023-01-16,1000,4,4762.61,Frecuente,Alemania,Online
188,2023-01-17,1001,3,4747.62,Frecuente,Alemania,Online
188,2023-02-13,1002,1,2939.24,Frecuente,Alemania,Online
188,2023-02-16,1003,9,,Frecuente,Alemania,Tienda física
188,2023-03-22,1004,3,8504.0,Frecuente,Alemania,Tienda física
188,2023-03-27,1005,9,17580.07,Frecuente,Alemania,Online
188,2023-03-30,1006,3,7250.27,Frecuente,Alemania,Online
188,2023-04-12,1007,2,5394.8,Frecuente,Alemania,Tienda física
188,2023-04-18,1008,9,12426.21,Frecuente,Alemania,Online
188,2023-05-17,1009,5,14578.0,Frecuente,Alemania,Tienda física
188,2023-06-21,1010,7,13765.46,Frecuente,Alemania,Online
188,2023-07-19,1011,5,6542.15,Frecuente,Alemania,Tienda física
188,2023-08-04,1012,7,12678.95,Frecuente,Alemania,Online
188,2023-09-07,1013,3,7417.79,Frecuente,Alemania,Online
188,2023-09-25,1014,9,22204.22,Frecuente,Alemania,Tienda física
188,2023-10-02,1015,1,1273.6,Frecuente,Alemania,Tienda física
188,2023-10-15,1016,2,4700.04,Frecuente,Alemania,Tienda física
188,2023-11-14,1017,8,11583.3,Frecuente,Alemania,Online
188,2023-11-26,1018,7,11249.51,Frecuente,Alemania,Online
188,2023-12-01,1019,6,13895.01,Frecuente,Alemania,Tienda física
188,2023-12-05,1020,3,4981.77,Frecuente,Alemania,Online
188,2024-01-09,1021,3,8475.08,Frecuente,Alemania,Online
188,2024-01-26,1022,9,14054.2,Frecuente,Alemania,Tienda física
188,2024-02-05,1023,8,18615.36,Frecuente,Alemania,Online
188,2024-03-10,1024,6,17108.63,Frecuente,Alemania,Online
188,2024-04-10,1025,9,9474.03,Frecuente,Alemania,Online
188,2024-04-22,1026,1,1342.71,Frecuente,Alemania,Tienda física
188,2024-04-29,1027,4,6180.4,Frecuente,Alemania,Online
188,2024-05-03,1028,1,2256.5,Frecuente,Alemania,Online
188,2024-05-11,1029,1,2628.26,Frecuente,Alemania,Online
188,2024-06-02,1030,7,14611.94,Frecuente,Alemania,Tienda física
188,2024-06-07,1031,6,11018.46,Frecuente,Alemania,Tienda física
188,2024-06-20,1032,9,19984.86,Frecuente,Alemania,Tienda física
188,2024-06-21,1033,5,6788.57,Frecuente,Alemania,Tienda física
188,2024-07-22,1034,5,8905.46,Frecuente,Alemania,Tienda física
188,2024-07-24,1035,4,5380.2,Frecuente,Alemania,Tienda física
188,2024-08-14,1036,9,21706.2,Frecuente,Alemania,Tienda física
188,2024-09-04,1037,5,13483.82,Frecuente,Alemania,Tienda física
188,2024-09-20,1038,6,8123.52,Frecuente,Alemania,Tienda física
188,2024-10-16,1039,3,7736.03,Frecuente,Alemania,Tienda física
188,2024-10-22,1040,6,16467.39,Frecuente,Alemania,Online
188,2024-11-18,1041,6,13538.67,Frecuente,Alemania,Tienda física
188,2024-12-10,1042,6,14843.59,Frecuente,Alemania,Online
188,2024-12-11,1043,2,0.0,Frecuente,Alemania,Tienda física
188,2024-12-27,1044,4,11583.89,Frecuente,Alemania,Online
189,2023-01-16,1045,2,5204.81,Frecuente,Alemania,Online
189,2023-02-08,1046,2,3865.73,Frecuente,Alemania,Tienda física
189,2023-04-08,1047,1,1877.52,Frecuente,Alemania,Online
189,2023-04-18,1048,7,20583.41,Frecuente,Alemania,Online
189,2023-05-11,1049,4,7258.86,Frecuente,Alemania,Online
189,2023-06-01,1050,6,7243.46,Frecuente,Alemania,Tienda física
189,2023-06-08,1051,5,9651.46,Frecuente,Alemania,Online
189,2023-06-10,1052,7,9641.79,Frecuente,Alemania,Online
189,2023-06-20,1053,3,0.0,Frecuente,Alemania,Tienda física
189,2023-07-02,1054,4,8208.04,Frecuente,Alemania,Tienda física
189,2023-07-07,1055,7,13818.23,Frecuente,Alemania,Tienda física
189,2023-08-11,1056,9,11823.59,Frecuente,Alemania,Online
189,2023-09-30,1057,9,24451.19,Frecuente,Alemania,Tienda física
189,2023-12-15,1058,2,3199.82,Frecuente,Alemania,Online
189,2023-12-30,1059,1,2209.08,Frecuente,Alemania,Online
189,2024-01-07,1060,5,12180.69,Frecuente,Alemania,Online
189,2024-02-01,1061,1,0.0,Frecuente,Alemania,Online
189,2024-02-06,1062,5,10325.3,Frecuente,Alemania,Online
189,2024-03-01,1063,8,18011.94,Frecuente,Alemania,Online
189,2024-03-18,1064,8,12709.77,Frecuente,Alemania,Tienda física
189,2024-03-25,1065,9,18412.03,Frecuente,Alemania,Online
189,2024-04-21,1066,1,1099.99,Frecuente,Alemania,Tienda física
189,2024-05-04,1067,2,2709.24,Frecuente,Alemania,Online
189,2024-05-07,1068,3,4099.19,Frecuente,Alemania,Tienda física
189,2024-05-11,1069,7,11447.26,Frecuente,Alemania,Online
189,2024-05-30,1070,6,12939.74,Frecuente,Alemania,Online
189,2024-06-09,1071,7,19220.78,Frecuente,Alemania,Tienda física
189,2024-06-10,1072,9,25139.67,Frecuente,Alemania,Online
189,2024-08-16,1073,3,8932.57,Frecuente,Alemania,Online
189,2024-09-06,1074,7,9487.83,Frecuente,Alemania,Online
189,2024-09-11,1075,4,11073.32,Frecuente,Alemania,Online
189,2024-12-22,1076,2,0.0,Frecuente,Alemania,Tienda física
190,2023-01-03,1077,5,11676.87,Frecuente,España,Online
190,2023-01-29,1078,9,23097.84,Frecuente,España,Tienda física
190,2023-02-08,1079,6,12014.19,Frecuente,España,Tienda física
190,2023-03-02,1080,1,2838.82,Frecuente,España,Tienda física
190,2023-05-20,1081,2,2365.48,Frecuente,España,Online
190,2023-05-21,1082,1,2646.92,Frecuente,España,Online
190,2023-05-22,1083,6,8144.5,Frecuente,España,Online
190,2023-05-26,1084,3,7115.89,Frecuente,España,Tienda física
190,2023-07-06,1085,6,10968.28,Frecuente,España,Online
190,2023-08-27,1086,6,13864.32,Frecuente,España,Tienda física
190,2023-09-02,1087,1,2373.12,Frecuente,España,Tienda física
190,2023-09-08,1088,7,11489.67,Frecuente,España,Tienda física
190,2023-09-23,1089,4,10364.68,Frecuente,España,Online
190,2023-09-29,1090,9,13925.2,Frecuente,España,Online
190,2023-10-01,1091,2,3406.64,Frecuente,España,Online
190,2023-10-20,1092,3,3466.41,Frecuente,España,Online
190,2023-11-14,1093,7,14226.24,Frecuente,España,Tienda física
190,2023-11-15,1094,6,7198.72,Frecuente,España,Online
190,2023-11-20,1095,9,14030.19,Frecuente,España,Online
190,2023-12-06,1096,8,22101.16,Frecuente,España,Online
190,2023-12-10,1097,5,14263.7,Frecuente,España,Tienda física
190,2023-12-25,1098,2,3928.22,Frecuente,España,Tienda física
190,2024-01-11,1099,3,0.0,Frecuente,España,Tienda física
190,2024-01-12,1100,8,15892.84,Frecuente,España,Tienda física
190,2024-01-15,1101,3,4216.72,Frecuente,España,Online
190,2024-01-24,1102,2,4943.61,Frecuente,España,Tienda física
190,2024-02-03,1103,6,14986.78,Frecuente,España,Online
190,2024-02-18,1104,4,5499.17,Frecuente,España,Online
190,2024-02-20,1105,7,17129.16,Frecuente,España,Online
190,2024-03-04,1106,6,16733.43,Frecuente,España,Tienda física
190,2024-03-07,1107,7,19611.36,Frecuente,España,Online
190,2024-03-15,1108,5,11520.37,Frecuente,España,Online
190,2024-03-15,1109,3,6163.15,Frecuente,España,Tienda física
190,2024-04-21,1110,5,,Frecuente,España,Online
190,2024-07-30,1111,5,8146.95,Frecuente,España,Tienda física
190,2024-08-07,1112,1,1433.26,Frecuente,España,Tienda física
190,2024-08-30,1113,2,5109.4,Frecuente,España,Online
190,2024-10-26,1114,2,4649.43,Frecuente,España,Tienda física
190,2024-10-31,1115,3,3712.71,Frecuente,España,Tienda física
190,2024-11-19,1116,6,10743.05,Frecuente,España,Tienda física
190,2024-11-27,1117,8,10689.17,Frecuente,España,Tienda física
190,2024-12-05,1118,4,11754.96,Frecuente,España,Online
190,2024-12-10,1119,4,11470.09,Frecuente,España,Tienda física
191,2023-03-03,1120,4,,Ocasional,Francia,Tienda física
192,2024-12-11,1121,1,265.25,Ocasional,Alemania,Online
193,2024-08-06,1122,5,1282.2,Ocasional,Italia,Tienda física
194,2023-11-06,1123,5,1541.48,Ocasional,Estados Unidos,Online
195,2024-01-01,1124,9,2670.47,Ocasional,España,Online
196,2023-08-06,1125,8,5542.29,Medio,Reino Unido,Tienda física
196,2023-09-16,1126,5,4104.64,Medio,Reino Unido,Tienda física
196,2024-05-20,1127,8,4282.05,Medio,Reino Unido,Tienda física
196,2024-05-31,1128,8,5540.61,Medio,Reino Unido,Online
197,2023-01-03,1129,6,7152.45,Frecuente,Alemania,Online
197,2023-01-20,1130,8,8069.54,Frecuente,Alemania,Online
197,2023-02-09,1131,6,8273.16,Frecuente,Alemania,Tienda física
197,2023-03-03,1132,6,6240.28,Frecuente,Alemania,Tienda física
197,2023-03-30,1133,5,11498.12,Frecuente,Alemania,Online
197,2023-04-09,1134,7,11439.89,Frecuente,Alemania,Online
197,2023-04-30,1135,2,5575.32,Frecuente,Alemania,Online
197,2023-05-25,1136,4,4222.07,Frecuente,Alemania,Online
197,2023-06-09,1137,9,26358.06,Frecuente,Alemania,Online
197,2023-06-19,1138,4,5786.59,Frecuente,Alemania,Tienda física
197,2023-07-14,1139,8,18309.59,Frecuente,Alemania,Tienda física
197,2023-08-04,1140,3,6154.94,Frecuente,Alemania,Online
197,2023-09-24,1141,7,0.0,Frecuente,Alemania,Tienda física
197,2023-11-19,1142,1,,Frecuente,Alemania,Online
197,2023-11-25,1143,6,6764.51,Frecuente,Alemania,Online
197,2023-11-28,1144,1,1275.59,Frecuente,Alemania,Tienda física
197,2023-12-23,1145,7,,Frecuente,Alemania,Tienda física
197,2024-02-23,1146,8,9716.03,Frecuente,Alemania,Tienda física
197,2024-04-07,1147,5,11991.66,Frecuente,Alemania,Online
197,2024-05-04,1148,9,22692.5,Frecuente,Alemania,Online
197,2024-06-04,1149,1,2649.19,Frecuente,Alemania,Tienda física
197,2024-06-04,1150,9,25212.88,Frecuente,Alemania,Tienda física
197,2024-06-20,1151,3,6421.26,Frecuente,Alemania,Online
197,2024-06-24,1152,2,5744.78,Frecuente,Alemania,Tienda física
197,2024-07-26,1153,3,8467.47,Frecuente,Alemania,Online
197,2024-08-02,1154,4,0.0,Frecuente,Alemania,Online
197,2024-09-01,1155,2,3923.52,Frecuente,Alemania,Online
197,2024-09-08,1156,2,4310.05,Frecuente,Alemania,Tienda física
197,2024-09-26,1157,5,14472.97,Frecuente,Alemania,Online
197,2024-10-10,1158,8,17047.58,Frecuente,Alemania,Tienda física
197,2024-11-19,1159,7,18492.68,Frecuente,Alemania,Tienda física
197,2024-11-20,1160,2,4806.91,Frecuente,Alemania,Online
198,2023-08-14,1161,5,1934.76,Ocasional,Francia,Online
199,2023-02-06,1162,9,7709.71,Medio,España,Online
199,2023-02-07,1163,1,638.07,Medio,España,Online
199,2023-06-25,1164,2,1369.01,Medio,España,Online
199,2023-09-08,1165,6,5260.86,Medio,España,Online
199,2023-11-12,1166,9,7544.22,Medio,España,Tienda física
199,2023-11-24,1167,8,4594.63,Medio,España,Online
199,2024-03-29,1168,4,2428.11,Medio,España,Online
199,2024-08-24,1169,4,2667.59,Medio,España,Tienda física
199,2024-11-18,1170,5,3305.98,Medio,España,Tienda física
200,2024-08-15,1171,3,618.37,Ocasional,Italia,Tienda física
201,2023-01-07,1172,1,2180.01,Frecuente,Alemania,Tienda física
201,2023-01-31,1173,4,8540.69,Frecuente,Alemania,Online
201,2023-02-09,1174,7,7665.55,Frecuente,Alemania,Online
201,2023-02-09,1175,2,3605.48,Frecuente,Alemania,Online
201,2023-04-02,1176,9,21573.5,Frecuente,Alemania,Online
201,2023-04-25,1177,8,10283.75,Frecuente,Alemania,Online
201,2023-05-13,1178,8,12512.99,Frecuente,Alemania,Online
201,2023-05-27,1179,8,16748.89,Frecuente,Alemania,Tienda física
201,2023-06-17,1180,1,2900.12,Frecuente,Alemania,Tienda física
201,2023-06-19,1181,7,19050.78,Frecuente,Alemania,Tienda física
201,2023-07-10,1182,3,7463.6,Frecuente,Alemania,Online
201,2023-08-04,1183,6,6945.74,Frecuente,Alemania,Online
201,2023-09-19,1184,2,4755.25,Frecuente,Alemania,Tienda física
201,2023-10-16,1185,3,3976.22,Frecuente,Alemania,Tienda física
201,2023-11-14,1186,1,1893.3,Frecuente,Alemania,Tienda física
201,2023-11-19,1187,1,1198.15,Frecuente,Alemania,Tienda física
201,2023-12-02,1188,8,20369.62,Frecuente,Alemania,Online
201,2023-12-11,1189,8,21118.51,Frecuente,Alemania,Tienda física
201,2023-12-15,1190,6,8170.3,Frecuente,Alemania,Online
201,2023-12-19,1191,8,9591.87,Frecuente,Alemania,Online
201,2023-12-22,1192,6,13434.54,Frecuente,Alemania,Online
201,2023-12-29,1193,3,5683.44,Frecuente,Alemania,Tienda física
201,2023-12-29,1194,9,11219.42,Frecuente,Alemania,Online
201,2024-01-29,1195,9,19056.21,Frecuente,Alemania,Tienda física
201,2024-02-26,1196,3,8990.68,Frecuente,Alemania,Online
201,2024-03-01,1197,9,19497.95,Frecuente,Alemania,Online
201,2024-03-12,1198,9,16923.25,Frecuente,Alemania,Online
201,2024-06-18,1199,1,1706.7,Frecuente,Alemania,Tienda física
201,2024-07-04,1200,8,13042.3,Frecuente,Alemania,Online
201,2024-07-10,1201,1,2953.24,Frecuente,Alemania,Online
201,2024-07-10,1202,5,6120.71,Frecuente,Alemania,Online
201,2024-07-21,1203,7,20404.5,Frecuente,Alemania,Tienda física
201,2024-07-24,1204,9,,Frecuente,Alemania,Tienda física
201,2024-07-24,1205,9,22168.76,Frecuente,Alemania,Online
201,2024-10-28,1206,6,10307.53,Frecuente,Alemania,Tienda física
201,2024-10-31,1207,7,18368.06,Frecuente,Alemania,Tienda física
201,2024-11-02,1208,5,10422.57,Frecuente,Alemania,Online
201,2024-11-11,1209,6,8583.95,Frecuente,Alemania,Tienda física
201,2024-11-23,1210,3,8079.56,Frecuente,Alemania,Online
201,2024-11-28,1211,1,1786.19,Frecuente,Alemania,Tienda física
201,2024-11-30,1212,9,14033.2,Frecuente,Alemania,Online
202,2023-08-12,1213,1,846.07,Medio,Alemania,Tienda física
202,2023-09-15,1214,1,677.53,Medio,Alemania,Online
202,2023-10-22,1215,3,1620.24,Medio,Alemania,Tienda física
202,2024-06-07,1216,9,6860.16,Medio,Alemania,Online
202,2024-08-11,1217,4,3380.37,Medio,Alemania,Tienda física
202,2024-12-18,1218,4,2790.13,Medio,Alemania,Online
203,2023-01-17,1219,4,7728.46,Frecuente,España,Online
203,2023-01-17,1220,3,5201.28,Frecuente,España,Online
203,2023-01-22,1221,4,6744.09,Frecuente,España,Online
203,2023-02-06,1222,1,1756.58,Frecuente,España,Online
203,2023-04-23,1223,5,13320.66,Frecuente,España,Tienda física
203,2023-04-30,1224,2,4232.39,Frecuente,España,Tienda física
203,2023-07-11,1225,1,2038.85,Frecuente,España,Tienda física
203,2023-07-15,1226,4,9303.48,Frecuente,España,Tienda física
203,2023-07-29,1227,4,10714.27,Frecuente,España,Tienda física
203,2023-08-10,1228,3,7425.83,Frecuente,España,Online
203,2023-08-11,1229,6,11744.9,Frecuente,España,Tienda física
203,2023-08-12,1230,1,1944.36,Frecuente,España,Online
203,2023-08-21,1231,7,17551.04,Frecuente,España,Online
203,2023-08-21,1232,2,2611.98,Frecuente,España,Online
203,2023-08-30,1233,8,18715.16,Frecuente,España,Online
203,2023-10-05,1234,4,11950.35,Frecuente,España,Tienda física
203,2023-11-20,1235,6,17873.0,Frecuente,España,Online
203,2023-11-22,1236,4,10874.74,Frecuente,España,Tienda física
203,2023-12-01,1237,6,16261.13,Frecuente,España,Online
203,2023-12-26,1238,9,22635.82,Frecuente,España,Online
203,2023-12-31,1239,5,13905.42,Frecuente,España,Online
203,2024-02-05,1240,4,8721.77,Frecuente,España,Tienda física
203,2024-02-16,1241,5,5943.63,Frecuente,España,Online
203,2024-02-18,1242,5,6018.19,Frecuente,España,Tienda física
203,2024-03-23,1243,3,8280.66,Frecuente,España,Online
203,2024-03-30,1244,7,14675.74,Frecuente,España,Online
203,2024-04-11,1245,3,3608.74,Frecuente,España,Online
203,2024-04-18,1246,4,7429.83,Frecuente,España,Tienda física
203,2024-04-28,1247,2,5260.99,Frecuente,España,Online
203,2024-06-07,1248,8,18914.48,Frecuente,España,Tienda física
203,2024-07-25,1249,5,11020.99,Frecuente,España,Tienda física
203,2024-08-08,1250,6,0.0,Frecuente,España,Online
203,2024-11-05,1251,6,11454.94,Frecuente,España,Tienda física
203,2024-11-30,1252,6,14839.48,Frecuente,España,Tienda física
203,2024-12-05,1253,3,6776.1,Frecuente,España,Online
203,2024-12-31,1254,3,7928.16,Frecuente,España,Online
204,2023-10-12,1255,4,894.92,Ocasional,Reino Unido,Tienda física
204,2024-11-17,1256,9,3173.24,Ocasional,Reino Unido,Online
205,2023-08-15,1257,1,249.11,Ocasional,España,Tienda física
206,2023-01-07,1258,1,205.33,Ocasional,Reino Unido,Tienda física
206,2023-01-29,1259,1,201.59,Ocasional,Reino Unido,Tienda física
207,2023-02-08,1260,4,8932.34,Frecuente,España,Tienda física
207,2023-03-16,1261,5,13538.52,Frecuente,España,Tienda física
207,2023-03-20,1262,5,7243.75,Frecuente,España,Tienda física
207,2023-04-09,1263,8,8915.08,Frecuente,España,Online
207,2023-06-06,1264,9,14549.1,Frecuente,España,Tienda física
207,2023-09-28,1265,1,2420.99,Frecuente,España,Online
207,2023-10-12,1266,6,17435.24,Frecuente,España,Online
207,2024-02-01,1267,3,0.0,Frecuente,España,Online
207,2024-03-05,1268,1,2412.11,Frecuente,España,Tienda física
207,2024-04-03,1269,6,0.0,Frecuente,España,Online
207,2024-04-26,1270,9,19137.57,Frecuente,España,Tienda física
207,2024-05-03,1271,5,0.0,Frecuente,España,Online
207,2024-05-30,1272,8,22606.92,Frecuente,España,Online
207,2024-06-21,1273,6,10701.22,Frecuente,España,Online
207,2024-07-23,1274,6,16856.97,Frecuente,España,Online
208,2023-01-22,1275,7,3501.12,Medio,Estados Unidos,Tienda física
208,2023-03-25,1276,2,1798.71,Medio,Estados Unidos,Online
208,2024-04-03,1277,4,0.0,Medio,Estados Unidos,Tienda física
208,2024-11-17,1278,2,1362.25,Medio,Estados Unidos,Tienda física
209,2024-01-17,1279,1,0.0,Medio,Estados Unidos,Tienda física
209,2024-03-15,1280,5,2551.02,Medio,Estados Unidos,Online
209,2024-08-26,1281,2,1625.87,Medio,Estados Unidos,Tienda física
210,2023-03-25,1282,7,1473.88,Ocasional,España,Online
211,2024-01-22,1283,1,521.03,Medio,Italia,Tienda física
211,2024-03-28,1284,9,,Medio,Italia,Tienda física
211,2024-05-21,1285,2,1202.18,Medio,Italia,Online
212,2023-06-11,1286,8,7043.5,Medio,Reino Unido,Tienda física
212,2023-06-12,1287,7,4660.67,Medio,Reino Unido,Online
212,2023-09-28,1288,2,1501.5,Medio,Reino Unido,Online
212,2024-05-06,1289,9,5997.01,Medio,Reino Unido,Tienda física
212,2024-06-07,1290,9,7991.78,Medio,Reino Unido,Tienda física
212,2024-06-10,1291,6,5019.06,Medio,Reino Unido,Tienda física
213,2023-03-01,1292,4,1442.24,Ocasional,Italia,Tienda física
213,2024-03-05,1293,3,777.2,Ocasional,Italia,Tienda física
214,2023-01-27,1294,2,1108.73,Medio,Alemania,Tienda física
214,2023-07-18,1295,4,3081.46,Medio,Alemania,Online
214,2023-11-05,1296,7,4244.23,Medio,Alemania,Online
214,2024-06-03,1297,5,,Medio,Alemania,Tienda física
214,2024-07-15,1298,6,4890.82,Medio,Alemania,Online
214,2024-08-13,1299,5,3280.97,Medio,Alemania,Tienda física
214,2024-11-16,1300,6,3160.71,Medio,Alemania,Tienda física
215,2024-06-19,1301,7,2654.72,Ocasional,España,Tienda física
215,2024-11-23,1302,5,1411.8,Ocasional,España,Online
216,2024-07-11,1303,8,2257.37,Ocasional,Italia,Tienda física
217,2023-07-25,1304,6,2052.35,Ocasional,Italia,Tienda física
217,2024-03-30,1305,5,1909.12,Ocasional,Italia,Online
